date;route_from;route_to;start_at;arrived_at;duration_in_m;is_rush_hour;weather_conditions;seasonal_happening;traffic_density
16.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:11;11:15;128;True;1;1;3
30.05.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:36;11:23;122;False;2;0;1
24.06.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:41;18:41;120;True;3;0;2
26.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:16;17:05;97;False;1;0;1
11.01.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:48;13:24;51;False;1;1;3
18.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:58;14:58;147;True;1;1;1
10.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:45;18:26;101;True;3;1;3
07.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:40;12:14;52;False;1;0;3
17.10.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:20;09:29;70;True;2;1;2
15.11.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:39;11:15;96;True;3;0;2
04.08.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:51;16:32;54;False;2;1;3
22.12.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:11;10:34;83;True;4;0;2
06.04.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:38;13:59;93;False;4;0;1
21.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:37;13:25;48;False;3;1;2
01.12.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:49;18:22;93;True;3;1;2
29.09.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:13;15:50;114;False;4;0;1
13.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:13;14:31;150;True;1;0;1
12.01.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:08;17:11;63;True;3;0;2
12.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:16;07:03;47;False;4;0;2
05.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:40;16:28;123;False;4;1;1
15.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:24;14:31;105;False;1;0;1
20.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:09;12:53;44;False;3;1;3
15.04.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:57;11:11;103;True;2;1;3
03.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:10;13:06;124;True;1;1;1
08.02.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:58;17:06;140;False;1;1;1
28.02.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:40;15:27;47;False;4;0;3
26.02.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:27;14:27;158;True;2;1;1
28.03.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:37;17:25;95;False;2;1;1
11.04.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:49;10:43;112;True;4;1;1
10.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:28;08:07;54;False;2;1;3
16.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:18;16:53;50;False;1;0;2
27.02.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:29;11:38;126;True;3;0;1
03.11.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:09;09:10;134;False;4;0;1
24.02.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:43;13:07;98;False;3;1;1
22.08.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:57;09:23;86;True;4;0;2
22.11.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:42;17:13;49;False;1;0;3
02.06.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:29;12:29;142;True;4;1;1
25.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:18;18:15;117;True;4;1;2
19.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:33;15:16;124;False;1;1;1
15.11.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:01;10:02;93;True;2;1;2
16.09.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:34;09:39;137;False;4;0;1
25.02.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:30;15:15;45;False;3;1;2
04.01.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:57;10:47;98;False;2;1;1
25.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:02;13:53;129;False;3;0;1
30.05.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:02;22:22;163;True;1;0;1
10.03.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:30;13:56;87;False;2;1;1
28.02.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:32;15:37;79;False;3;0;1
22.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:59;15:33;51;False;1;0;2
13.02.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:11;12:53;42;False;3;1;3
16.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:47;13:34;47;False;3;1;2
15.12.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:18;10:14;56;True;3;0;3
31.08.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:34;12:09;52;False;2;0;3
18.04.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:46;11:03;103;True;2;1;3
06.11.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:47;14:10;159;True;1;0;1
26.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:23;18:40;73;True;1;0;2
18.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:04;12:40;114;True;2;1;2
09.06.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:37;17:55;78;True;4;1;3
20.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:44;07:31;47;False;4;0;3
27.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:34;16:16;42;False;3;0;2
08.03.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:02;10:45;43;False;4;1;2
28.11.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:27;11:24;117;True;3;1;2
05.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:45;15:57;88;False;4;0;1
22.07.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:42;07:25;43;False;3;1;2
01.11.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:28;18:09;101;True;3;0;2
05.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:47;13:14;104;False;4;1;1
19.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:38;11:23;45;False;3;0;2
24.08.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:01;11:42;55;False;2;1;3
15.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:17;13:04;47;False;4;1;2
01.11.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:22;10:01;86;True;2;0;3
10.08.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:11;11:55;108;True;3;0;1
27.12.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:30;15:34;133;False;1;0;1
28.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:40;16:21;119;False;4;0;1
09.02.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:23;11:06;43;False;4;0;2
05.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:56;17:55;102;False;2;1;1
07.12.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:14;18:25;108;False;2;0;1
15.08.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:46;12:52;129;True;2;1;2
22.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:05;13:50;45;False;3;1;2
26.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:34;15:14;122;False;1;1;1
15.06.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:39;07:27;48;False;3;0;2
03.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:26;14:48;175;True;2;0;1
12.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:53;07:41;48;False;4;0;2
21.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:35;07:18;43;False;4;0;2
14.02.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:54;22:10;125;True;2;0;1
08.04.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:41;10:19;91;False;1;1;1
31.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:46;12:34;48;False;3;1;3
27.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:38;08:27;62;False;2;1;2
12.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:06;11:51;45;False;3;1;3
06.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:03;15:47;44;False;3;0;2
19.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:21;15:58;51;False;2;1;3
27.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:30;19:43;106;False;2;1;1
04.02.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:55;15:57;132;False;1;0;1
13.06.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:19;17:34;111;False;1;1;1
29.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:09;16:47;114;False;4;1;1
17.03.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:57;14:41;57;False;1;0;3
07.03.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:11;13:47;128;True;2;1;1
25.01.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:34;09:47;70;True;1;1;3
21.08.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:43;18:36;127;False;4;0;1
24.11.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:16;18:42;87;False;1;0;1
09.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:53;20:18;110;True;2;1;2
18.01.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:49;21:30;171;True;3;0;1
14.09.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:39;15:25;46;False;3;0;2
17.05.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:32;13:18;46;False;4;0;2
27.10.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:25;23:46;185;True;2;0;1
01.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:27;13:11;58;False;1;0;2
05.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:03;14:28;103;False;4;0;1
02.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:39;20:14;112;True;2;0;2
20.10.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:51;10:46;55;True;4;0;2
26.01.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:19;12:18;93;True;1;1;3
31.01.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:09;11:42;80;True;2;1;3
05.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:09;08:15;66;True;4;1;3
25.08.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:05;12:42;51;False;1;1;2
10.05.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:43;14:25;42;False;3;0;2
28.07.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:58;20:17;142;True;3;1;1
23.11.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:09;14:53;44;False;3;0;2
21.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:36;23:08;166;True;2;1;1
29.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:47;11:35;48;False;4;0;3
23.02.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:56;17:32;112;False;3;1;1
01.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:56;11:03;68;True;2;0;3
04.04.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:53;13:11;161;True;3;0;1
15.02.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:49;10:43;54;True;3;0;2
30.11.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:15;12:03;60;False;2;0;2
20.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:09;15:54;45;False;4;0;3
02.08.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:51;11:36;45;False;3;0;3
28.06.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:21;16:05;44;False;3;0;2
15.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:25;13:01;54;False;1;0;2
24.08.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:56;18:17;81;True;4;0;2
11.08.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:35;12:52;105;True;1;0;3
01.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:27;11:14;47;False;3;0;2
20.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:38;17:01;115;False;2;0;1
09.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:14;07:50;54;False;1;0;2
31.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:19;14:59;91;False;1;0;1
22.04.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:30;18:23;59;True;1;0;2
09.11.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:24;08:55;91;True;3;1;2
19.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:30;09:50;80;True;4;0;3
02.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:16;15:03;47;False;3;0;2
04.03.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:58;18:12;74;True;4;0;3
09.03.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:22;17:34;86;False;4;0;1
28.06.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:33;11:17;44;False;3;1;2
31.03.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:04;17:08;106;False;1;0;1
29.06.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:03;14:48;45;False;4;0;2
19.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:42;12:25;43;False;3;1;3
30.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:44;07:32;48;False;3;0;2
02.09.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:06;16:25;138;False;1;0;1
15.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:24;10:26;106;False;1;0;1
16.11.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:57;16:53;100;False;2;1;1
29.11.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:17;11:59;42;False;4;1;3
16.11.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:58;08:45;60;False;1;1;3
26.10.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:06;09:40;90;False;1;1;1
15.06.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:19;21:00;115;True;1;0;1
21.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:18;15:59;55;False;2;1;3
08.02.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:37;20:19;118;True;2;0;2
21.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:51;12:32;54;False;1;1;2
07.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:25;15:52;143;False;2;0;1
08.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:55;12:28;149;True;4;0;1
14.03.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:48;14:24;54;False;2;0;3
14.03.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:41;11:18;81;True;2;0;3
02.02.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:17;13:04;47;False;4;1;2
30.05.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:24;17:09;60;False;2;0;2
31.05.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:46;18:36;110;True;4;0;2
28.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:42;13:26;44;False;3;0;3
04.09.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:27;12:47;133;True;1;1;1
01.01.2024;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:34;13:22;48;False;4;0;3
29.12.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:27;12:01;50;False;1;1;2
04.01.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:56;14:38;42;False;4;1;3
30.06.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:22;13:24;128;True;1;1;3
24.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:31;17:44;85;False;4;0;1
31.10.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:12;13:37;165;True;3;0;1
08.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:57;16:39;42;False;4;0;3
12.06.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:14;11:07;140;True;3;1;1
19.10.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:00;14:45;45;False;4;0;3
21.03.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:29;13:12;118;False;4;1;1
18.04.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:27;11:17;110;True;3;0;2
08.12.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:56;20:37;113;True;2;0;2
27.11.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:29;12:13;44;False;3;0;2
04.07.2023;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:03;14:39;51;False;1;1;3
13.07.2022;Dufourstrasse 8, CH-5000 Aarau;Acme Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:36;16:22;60;False;2;1;3
